单元,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,见面会
特别策划,独领风骚 (4K),CLUELESS (4K),艾米·海克林,美国,97分钟,6月20日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
特别策划,独领风骚 (4K),CLUELESS (4K),艾米·海克林,美国,97分钟,6月21日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
特别策划,傲慢与偏见 (1940),PRIDE AND PREJUDICE (1940),罗伯特·Z·伦纳德,美国,118分钟,6月14日,13:00,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
特别策划,傲慢与偏见 (1940),PRIDE AND PREJUDICE (1940),罗伯特·Z·伦纳德,美国,118分钟,6月15日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
特别策划,傲慢与偏见 (1940),PRIDE AND PREJUDICE (1940),罗伯特·Z·伦纳德,美国,118分钟,6月16日,20:40,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
特别策划,傲慢与偏见 (1940),PRIDE AND PREJUDICE (1940),罗伯特·Z·伦纳德,美国,118分钟,6月18日,13:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
特别策划,傲慢与偏见 (1940),PRIDE AND PREJUDICE (1940),罗伯特·Z·伦纳德,美国,118分钟,6月20日,10:00,沪北电影院,1号厅,静安区洛川东路500号,
特别策划,傲慢与偏见 (1940),PRIDE AND PREJUDICE (1940),罗伯特·Z·伦纳德,美国,118分钟,6月22日,20:40,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
特别策划,理智与情感 (4K),SENSE AND SENSIBILITY (4K),李安,"美国,英国",136分钟,6月14日,13:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
特别策划,理智与情感 (4K),SENSE AND SENSIBILITY (4K),李安,"美国,英国",136分钟,6月18日,15:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
特别策划,理智与情感 (4K),SENSE AND SENSIBILITY (4K),李安,"美国,英国",136分钟,6月20日,13:00,艺海剧院,大剧场,静安区江宁路466号,
特别策划,理智与情感 (4K),SENSE AND SENSIBILITY (4K),李安,"美国,英国",136分钟,6月22日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
金爵参赛片,去看大海,WATER CAN GO ANYWHERE,方亮,中国,131分钟,6月19日,15:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,去看大海,WATER CAN GO ANYWHERE,方亮,中国,131分钟,6月20日,20:40,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
向大师致敬,黑暗中的十个女人,TEN DARK WOMEN,市川昆,日本,102分钟,6月17日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
向大师致敬,黑暗中的十个女人,TEN DARK WOMEN,市川昆,日本,102分钟,6月18日,20:40,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
向大师致敬,黑暗中的十个女人,TEN DARK WOMEN,市川昆,日本,102分钟,6月19日,20:40,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
向大师致敬,黑暗中的十个女人,TEN DARK WOMEN,市川昆,日本,102分钟,6月21日,15:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
向大师致敬,黑暗中的十个女人,TEN DARK WOMEN,市川昆,日本,102分钟,6月22日,20:40,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
向大师致敬,浮云 (4K),FLOATING CLOUDS (4K),成濑巳喜男,日本,124分钟,6月14日,20:40,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
向大师致敬,浮云 (4K),FLOATING CLOUDS (4K),成濑巳喜男,日本,124分钟,6月16日,15:30,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
向大师致敬,浮云 (4K),FLOATING CLOUDS (4K),成濑巳喜男,日本,124分钟,6月19日,13:00,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,浮云 (4K),FLOATING CLOUDS (4K),成濑巳喜男,日本,124分钟,6月20日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,浮云 (4K),FLOATING CLOUDS (4K),成濑巳喜男,日本,124分钟,6月22日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
向大师致敬,女人步上楼梯时,WHEN A WOMAN ASCENDS THE STAIRS,成濑巳喜男,日本,111分钟,6月14日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,女人步上楼梯时,WHEN A WOMAN ASCENDS THE STAIRS,成濑巳喜男,日本,111分钟,6月15日,13:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
向大师致敬,女人步上楼梯时,WHEN A WOMAN ASCENDS THE STAIRS,成濑巳喜男,日本,111分钟,6月16日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
向大师致敬,女人步上楼梯时,WHEN A WOMAN ASCENDS THE STAIRS,成濑巳喜男,日本,111分钟,6月19日,18:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,女人步上楼梯时,WHEN A WOMAN ASCENDS THE STAIRS,成濑巳喜男,日本,111分钟,6月20日,18:30,艺海剧院,大剧场,静安区江宁路466号,
向大师致敬,情迷意乱,YEARNING,成濑巳喜男,日本,98分钟,6月14日,18:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
向大师致敬,情迷意乱,YEARNING,成濑巳喜男,日本,98分钟,6月15日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
向大师致敬,情迷意乱,YEARNING,成濑巳喜男,日本,98分钟,6月17日,18:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,情迷意乱,YEARNING,成濑巳喜男,日本,98分钟,6月18日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,情迷意乱,YEARNING,成濑巳喜男,日本,98分钟,6月22日,18:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
世界万象,白天是阿波罗，晚上是雅典娜,APOLLON BY DAY ATHENA BY NIGHT,艾米娜·耶尔德勒姆,土耳其,113分钟,6月14日,15:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
世界万象,白天是阿波罗，晚上是雅典娜,APOLLON BY DAY ATHENA BY NIGHT,艾米娜·耶尔德勒姆,土耳其,113分钟,6月19日,15:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,★
世界万象,白天是阿波罗，晚上是雅典娜,APOLLON BY DAY ATHENA BY NIGHT,艾米娜·耶尔德勒姆,土耳其,113分钟,6月21日,18:30,国泰电影院,2号厅,黄浦区淮海中路870号,
世界万象,白天是阿波罗，晚上是雅典娜,APOLLON BY DAY ATHENA BY NIGHT,艾米娜·耶尔德勒姆,土耳其,113分钟,6月22日,10:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
多元视角,注销杀机,LOGOUT,阿米特·戈拉尼,印度,112分钟,6月13日,18:30,上海大光明电影院,3号厅,黄浦区南京西路216号,
多元视角,注销杀机,LOGOUT,阿米特·戈拉尼,印度,112分钟,6月14日,15:30,国泰电影院,2号厅,黄浦区淮海中路870号,
多元视角,注销杀机,LOGOUT,阿米特·戈拉尼,印度,112分钟,6月16日,20:40,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
多元视角,注销杀机,LOGOUT,阿米特·戈拉尼,印度,112分钟,6月22日,15:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
多元视角,夺命危笑 2,SMILE 2,帕克·芬恩,"美国,加拿大",127分钟,6月13日,20:40,黄浦剧场,中剧场,黄浦区北京东路780号,
多元视角,夺命危笑 2,SMILE 2,帕克·芬恩,"美国,加拿大",127分钟,6月14日,20:40,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
多元视角,夺命危笑 2,SMILE 2,帕克·芬恩,"美国,加拿大",127分钟,6月18日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
多元视角,夺命危笑 2,SMILE 2,帕克·芬恩,"美国,加拿大",127分钟,6月20日,20:40,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
多元视角,夺命危笑 2,SMILE 2,帕克·芬恩,"美国,加拿大",127分钟,6月21日,20:40,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
“一带一路”电影周,母狮 (4K),LIONESS (4K),莉娜·翠什吉娜,"拉脱维亚,德国,爱沙尼亚",104分钟,6月13日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
“一带一路”电影周,母狮 (4K),LIONESS (4K),莉娜·翠什吉娜,"拉脱维亚,德国,爱沙尼亚",104分钟,6月16日,18:30,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
“一带一路”电影周,母狮 (4K),LIONESS (4K),莉娜·翠什吉娜,"拉脱维亚,德国,爱沙尼亚",104分钟,6月18日,18:00,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,★
“一带一路”电影周,母狮 (4K),LIONESS (4K),莉娜·翠什吉娜,"拉脱维亚,德国,爱沙尼亚",104分钟,6月19日,20:40,上海大光明电影院,2号厅,黄浦区南京西路216号,
“一带一路”电影周,母狮 (4K),LIONESS (4K),莉娜·翠什吉娜,"拉脱维亚,德国,爱沙尼亚",104分钟,6月20日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
特别策划,香港四径大步走 (4K),FOUR TRAILS (4K),罗宾·李,中国香港,101分钟,6月13日,15:30,黄浦剧场,中剧场,黄浦区北京东路780号,
特别策划,香港四径大步走 (4K),FOUR TRAILS (4K),罗宾·李,中国香港,101分钟,6月14日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
特别策划,香港四径大步走 (4K),FOUR TRAILS (4K),罗宾·李,中国香港,101分钟,6月16日,15:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,★
特别策划,香港四径大步走 (4K),FOUR TRAILS (4K),罗宾·李,中国香港,101分钟,6月19日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
特别策划,香港四径大步走 (4K),FOUR TRAILS (4K),罗宾·李,中国香港,101分钟,6月21日,15:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,
“一带一路”电影周,非法交易,TRAFFIC,特奥多拉·安娜·米海,"罗马尼亚,比利时,荷兰",119分钟,6月14日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
“一带一路”电影周,非法交易,TRAFFIC,特奥多拉·安娜·米海,"罗马尼亚,比利时,荷兰",119分钟,6月18日,20:40,上海大光明电影院,3号厅,黄浦区南京西路216号,
“一带一路”电影周,非法交易,TRAFFIC,特奥多拉·安娜·米海,"罗马尼亚,比利时,荷兰",119分钟,6月19日,15:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,★
“一带一路”电影周,非法交易,TRAFFIC,特奥多拉·安娜·米海,"罗马尼亚,比利时,荷兰",119分钟,6月21日,15:30,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
“一带一路”电影周,非法交易,TRAFFIC,特奥多拉·安娜·米海,"罗马尼亚,比利时,荷兰",119分钟,6月22日,15:30,寰映影城（久光中心店）,3号厅,静安区共和新路2188号久光中心5楼,
 SIFF纪录,贝鲁特，燃烧的余烬,TO CLOSE YOUR EYES AND SEE FIRE,"尼古拉·冯·莱芬 , 雅各布·卡尔·绍尔",奥地利,99分钟,6月16日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
 SIFF纪录,贝鲁特，燃烧的余烬,TO CLOSE YOUR EYES AND SEE FIRE,"尼古拉·冯·莱芬 , 雅各布·卡尔·绍尔",奥地利,99分钟,6月17日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
 SIFF纪录,贝鲁特，燃烧的余烬,TO CLOSE YOUR EYES AND SEE FIRE,"尼古拉·冯·莱芬 , 雅各布·卡尔·绍尔",奥地利,99分钟,6月18日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,贝鲁特，燃烧的余烬,TO CLOSE YOUR EYES AND SEE FIRE,"尼古拉·冯·莱芬 , 雅各布·卡尔·绍尔",奥地利,99分钟,6月22日,15:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
多元视角,勇气,THE COURAGEOUS,雅斯敏·戈登,瑞士,80分钟,6月13日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
多元视角,勇气,THE COURAGEOUS,雅斯敏·戈登,瑞士,80分钟,6月14日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
多元视角,勇气,THE COURAGEOUS,雅斯敏·戈登,瑞士,80分钟,6月22日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,
向大师致敬,了不起的巴斯特,THE GREAT BUSTER: A CELEBRATION,彼得·博格丹诺维奇,美国,101分钟,6月13日,13:00,上海影城SHO,2号厅Onyx,长宁区新华路160号,
向大师致敬,了不起的巴斯特,THE GREAT BUSTER: A CELEBRATION,彼得·博格丹诺维奇,美国,101分钟,6月14日,13:00,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
向大师致敬,了不起的巴斯特,THE GREAT BUSTER: A CELEBRATION,彼得·博格丹诺维奇,美国,101分钟,6月15日,13:00,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
向大师致敬,了不起的巴斯特,THE GREAT BUSTER: A CELEBRATION,彼得·博格丹诺维奇,美国,101分钟,6月20日,13:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
向大师致敬,了不起的巴斯特,THE GREAT BUSTER: A CELEBRATION,彼得·博格丹诺维奇,美国,101分钟,6月21日,20:40,上海大光明电影院,3号厅,黄浦区南京西路216号,
向大师致敬,将军号 (4K),THE GENERAL (4K),"克莱德·布鲁克曼, 巴斯特·基顿",美国,79分钟,6月14日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
向大师致敬,将军号 (4K),THE GENERAL (4K),"克莱德·布鲁克曼, 巴斯特·基顿",美国,79分钟,6月15日,18:30,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
向大师致敬,将军号 (4K),THE GENERAL (4K),"克莱德·布鲁克曼, 巴斯特·基顿",美国,79分钟,6月16日,15:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,将军号 (4K),THE GENERAL (4K),"克莱德·布鲁克曼, 巴斯特·基顿",美国,79分钟,6月18日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
向大师致敬,将军号 (4K),THE GENERAL (4K),"克莱德·布鲁克曼, 巴斯特·基顿",美国,79分钟,6月20日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,
向大师致敬,西行 (4K),GO WEST (4K),巴斯特·基顿,美国,83分钟,6月14日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
向大师致敬,西行 (4K),GO WEST (4K),巴斯特·基顿,美国,83分钟,6月16日,13:00,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,西行 (4K),GO WEST (4K),巴斯特·基顿,美国,83分钟,6月18日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,
向大师致敬,西行 (4K),GO WEST (4K),巴斯特·基顿,美国,83分钟,6月20日,18:30,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
向大师致敬,西行 (4K),GO WEST (4K),巴斯特·基顿,美国,83分钟,6月21日,20:40,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
向大师致敬,船长二世 (4K),"STEAMBOAT BILL, JR. (4K)","查尔斯·赖斯纳, 巴斯特·基顿",美国,71分钟,6月14日,20:40,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
向大师致敬,船长二世 (4K),"STEAMBOAT BILL, JR. (4K)","查尔斯·赖斯纳, 巴斯特·基顿",美国,71分钟,6月15日,18:30,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
向大师致敬,船长二世 (4K),"STEAMBOAT BILL, JR. (4K)","查尔斯·赖斯纳, 巴斯特·基顿",美国,71分钟,6月16日,18:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,船长二世 (4K),"STEAMBOAT BILL, JR. (4K)","查尔斯·赖斯纳, 巴斯特·基顿",美国,71分钟,6月18日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
向大师致敬,船长二世 (4K),"STEAMBOAT BILL, JR. (4K)","查尔斯·赖斯纳, 巴斯特·基顿",美国,71分钟,6月22日,15:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
系列电影 ,警察故事 (4K),POLICE STORY (4K),成龙,中国香港,100分钟,6月15日,18:30,上海米格影城,巨幕厅,青浦区赵巷镇嘉松中路5999弄51号E区3楼电影院,
系列电影 ,警察故事 (4K),POLICE STORY (4K),成龙,中国香港,100分钟,6月20日,18:30,万达影城（崇明万达广场店）,1号厅,崇明区城桥镇崇明大道8388号3F-A室,
系列电影 ,警察故事 (4K),POLICE STORY (4K),成龙,中国香港,100分钟,6月21日,13:00,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
系列电影 ,警察故事 (4K),POLICE STORY (4K),成龙,中国香港,100分钟,6月21日,18:30,上海米格影城,巨幕厅,青浦区赵巷镇嘉松中路5999弄51号E区3楼电影院,
